UserName;AlarmDetail;SystemDate;Company;ActivityDescription;Severity
appuser;Alert Description: Trigger Activities - All Database | Alert ID: 520924 | DB User Name: \ user456;8.03.2025 16:03;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user35;6.03.2026 02:02;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser69;Alert Description: Trigger Activities - All Database | Alert ID: 594563 | DB User Name: \ user167;3.08.2026 22:56;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
audituser;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user365;4.06.2025 18:22;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user43;1.01.2025 13:59;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;SRVDNZ Kritik Objeler;17.03.2026 14:03;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser1;Alert Description: Trigger Activities - All Database | Alert ID: 581624 | DB User Name: \ user128;9.09.2026 08:18;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
tyilmaz;Alert Description: KT Yakut Kritik Objeler | Alert ID: 524029 | DB User Name: \ user453;5.07.2026 23:56;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;Alert Description: Trigger Activities - All Database | Alert ID: 591696 | DB User Name: \ user279;8.10.2026 05:38;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser16;DENIZ Kritik Objeler;12.03.2026 13:15;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;Alert Description: Authorized User Changed | Alert ID: 558203 | DB User Name: \ user260;30.01.2025 14:34;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user450;8.02.2026 14:30;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;ATLAS Kritik Objeler;7.01.2026 21:36;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;SRVDNZ Kritik Objeler;15.07.2026 19:34;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;Alert Description: Trigger Activities - All Database | Alert ID: 514343 | DB User Name: \ user433;10.09.2026 16:59;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;ATLAS Kritik Objeler;19.06.2026 00:52;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
scakici;Alert Description: KT Yakut Kritik Objeler | Alert ID: 576164 | DB User Name: \ user171;19.06.2025 11:08;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;DENIZ Kritik Objeler;12.02.2025 07:52;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
appuser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 560843 | DB User Name: \ user39;18.05.2026 02:09;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Alert Description: Authorized User Changed | Alert ID: 557342 | DB User Name: \ user296;6.12.2026 15:33;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
appuser;SRVDNZ Kritik Objeler;30.03.2025 15:52;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;SRVDNZ Kritik Objeler;21.01.2026 22:47;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
scakici;ATLAS Kritik Objeler;2.04.2025 18:25;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
tyilmaz;Alert Description: KT Yakut Kritik Objeler | Alert ID: 589060 | DB User Name: \ user283;13.06.2025 02:44;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;DENIZ Kritik Objeler;30.10.2025 11:48;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Alert Description: KT Yakut Kritik Objeler | Alert ID: 514162 | DB User Name: \ user370;14.11.2026 13:08;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin57;Alert Description: Trigger Activities - All Database | Alert ID: 583140 | DB User Name: \ user228;21.09.2026 22:25;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;Alert Description: Trigger Activities - All Database | Alert ID: 501654 | DB User Name: \ user95;7.07.2025 04:45;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;ATLAS Kritik Objeler;23.02.2026 12:51;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin89;Alert Description: Authorized User Changed | Alert ID: 567150 | DB User Name: \ user180;24.08.2025 09:19;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
tyilmaz;SRVDNZ Kritik Objeler;14.02.2026 11:57;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
dbuser71;Alert Description: Authorized User Changed | Alert ID: 518322 | DB User Name: \ user427;24.11.2025 19:17;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser95;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user163;15.01.2025 05:40;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;DENIZ Kritik Objeler;24.08.2025 00:18;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
audituser;DENIZ Kritik Objeler;22.01.2025 01:31;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Alert Description: Trigger Activities - All Database | Alert ID: 599413 | DB User Name: \ user96;24.12.2025 15:44;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
admin47;ATLAS Kritik Objeler;9.01.2026 12:01;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;SRVDNZ Kritik Objeler;5.11.2025 14:55;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
appuser;SRVDNZ Kritik Objeler;13.05.2025 09:30;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser37;Alert Description: Authorized User Changed | Alert ID: 547955 | DB User Name: \ user301;3.02.2025 18:57;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;Alert Description: Trigger Activities - All Database | Alert ID: 571820 | DB User Name: \ user238;3.01.2025 19:05;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;Alert Description: Authorized User Changed | Alert ID: 534806 | DB User Name: \ user173;11.04.2026 10:03;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user218;16.10.2025 05:29;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;Alert Description: Trigger Activities - All Database | Alert ID: 589291 | DB User Name: \ user139;5.04.2025 16:40;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;Alert Description: Trigger Activities - All Database | Alert ID: 517627 | DB User Name: \ user43;18.09.2026 20:02;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Alert Description: KT Yakut Kritik Objeler | Alert ID: 544752 | DB User Name: \ user301;5.10.2025 04:45;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
rsayin;Alert Description: Trigger Activities - All Database | Alert ID: 540870 | DB User Name: \ user487;21.07.2025 11:45;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;ATLAS Kritik Objeler;8.11.2026 11:33;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
rsayin;ATLAS Kritik Objeler;10.03.2026 11:51;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
scakici;SRVDNZ Kritik Objeler;12.08.2025 05:16;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
scakici;Alert Description: Authorized User Changed | Alert ID: 578213 | DB User Name: \ user131;2.09.2025 06:48;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
tyilmaz;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user228;20.02.2026 17:09;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
admin94;DENIZ Kritik Objeler;18.12.2026 16:40;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
dbuser86;Alert Description: Authorized User Changed | Alert ID: 551473 | DB User Name: \ user215;17.09.2026 15:50;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
audituser;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user351;19.05.2025 02:59;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;DENIZ Kritik Objeler;30.08.2025 02:04;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;DENIZ Kritik Objeler;1.07.2026 14:50;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
admin58;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user477;12.05.2026 21:28;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Alert Description: Authorized User Changed | Alert ID: 537618 | DB User Name: \ user68;18.02.2026 06:56;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
rsayin;Alert Description: Authorized User Changed | Alert ID: 591227 | DB User Name: \ user332;5.09.2025 23:08;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;Alert Description: Trigger Activities - All Database | Alert ID: 574651 | DB User Name: \ user453;17.07.2026 05:04;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user179;8.10.2025 23:51;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;SRVDNZ Kritik Objeler;14.04.2026 13:11;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;SRVDNZ Kritik Objeler;2.11.2026 03:08;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
audituser;SRVDNZ Kritik Objeler;8.07.2025 07:23;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
scakici;Alert Description: Trigger Activities - All Database | Alert ID: 517725 | DB User Name: \ user370;3.03.2026 12:30;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user256;24.03.2025 06:47;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
scakici;Alert Description: Authorized User Changed | Alert ID: 513002 | DB User Name: \ user447;31.08.2026 10:47;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
scakici;Alert Description: KT Yakut Kritik Objeler | Alert ID: 517859 | DB User Name: \ user150;2.12.2025 00:49;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
audituser;Alert Description: Authorized User Changed | Alert ID: 593788 | DB User Name: \ user248;4.06.2025 05:23;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
rsayin;Alert Description: KT Yakut Kritik Objeler | Alert ID: 509575 | DB User Name: \ user143;28.08.2025 23:40;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin43;Alert Description: KT Yakut Kritik Objeler | Alert ID: 526511 | DB User Name: \ user72;18.09.2025 20:25;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;SRVDNZ Kritik Objeler;6.10.2026 01:26;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
tyilmaz;SRVDNZ Kritik Objeler;23.08.2025 20:25;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;Alert Description: KT Yakut Kritik Objeler | Alert ID: 514764 | DB User Name: \ user52;5.06.2025 22:39;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;DENIZ Kritik Objeler;8.03.2026 22:35;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;DENIZ Kritik Objeler;3.03.2025 05:34;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user411;21.10.2026 18:50;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
admin10;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user161;9.04.2026 10:17;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user365;18.05.2026 15:50;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;DENIZ Kritik Objeler;11.02.2025 03:23;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser78;Alert Description: KT Yakut Kritik Objeler | Alert ID: 577420 | DB User Name: \ user107;6.04.2026 10:40;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;ATLAS Kritik Objeler;27.10.2025 15:45;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;Alert Description: Authorized User Changed | Alert ID: 517542 | DB User Name: \ user3;11.05.2025 17:34;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user259;18.07.2026 05:01;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
scakici;SRVDNZ Kritik Objeler;24.03.2025 20:00;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
audituser;DENIZ Kritik Objeler;5.04.2026 08:27;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
admin91;Alert Description: Trigger Activities - All Database | Alert ID: 518757 | DB User Name: \ user4;7.08.2026 09:00;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;DENIZ Kritik Objeler;2.08.2025 20:44;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
admin78;DENIZ Kritik Objeler;22.05.2025 08:56;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;Alert Description: KT Yakut Kritik Objeler | Alert ID: 596518 | DB User Name: \ user385;13.12.2026 18:12;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
appuser;SRVDNZ Kritik Objeler;29.08.2026 20:54;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Alert Description: KT Yakut Kritik Objeler | Alert ID: 572649 | DB User Name: \ user3;23.10.2025 15:58;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser73;ATLAS Kritik Objeler;2.04.2026 05:17;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
rsayin;SRVDNZ Kritik Objeler;12.01.2026 04:56;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;Alert Description: Authorized User Changed | Alert ID: 586943 | DB User Name: \ user452;7.08.2026 03:21;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user97;5.07.2026 09:47;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;Alert Description: Trigger Activities - All Database | Alert ID: 559855 | DB User Name: \ user476;6.05.2026 14:01;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
tyilmaz;ATLAS Kritik Objeler;29.05.2025 00:32;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
dbuser60;SRVDNZ Kritik Objeler;27.12.2026 01:00;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;Alert Description: KT Yakut Kritik Objeler | Alert ID: 559775 | DB User Name: \ user114;1.04.2025 14:14;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser88;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user498;2.08.2026 17:55;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
scakici;ATLAS Kritik Objeler;11.05.2025 01:02;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
admin36;ATLAS Kritik Objeler;6.06.2025 04:56;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
admin53;DENIZ Kritik Objeler;28.06.2025 00:15;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
audituser;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user176;11.11.2025 14:03;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;ATLAS Kritik Objeler;28.06.2026 10:26;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;Alert Description: Authorized User Changed | Alert ID: 565448 | DB User Name: \ user65;4.06.2025 16:26;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 545147 | DB User Name: \ user175;22.11.2026 05:28;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;Alert Description: Authorized User Changed | Alert ID: 547892 | DB User Name: \ user331;26.10.2026 20:46;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user90;30.12.2026 19:18;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser17;Alert Description: Trigger Activities - All Database | Alert ID: 599586 | DB User Name: \ user360;22.07.2025 19:57;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
audituser;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user367;14.10.2026 08:05;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
scakici;ATLAS Kritik Objeler;15.12.2025 12:22;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user104;9.08.2026 19:31;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;SRVDNZ Kritik Objeler;16.08.2026 16:15;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
scakici;Alert Description: KT Yakut Kritik Objeler | Alert ID: 535655 | DB User Name: \ user298;2.12.2025 03:27;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user121;4.01.2025 17:57;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user386;15.09.2025 21:52;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
scakici;Alert Description: Trigger Activities - All Database | Alert ID: 566384 | DB User Name: \ user183;21.06.2026 20:53;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
admin89;DENIZ Kritik Objeler;10.05.2026 21:30;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
admin48;ATLAS Kritik Objeler;21.10.2026 12:24;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin97;Alert Description: Authorized User Changed | Alert ID: 542723 | DB User Name: \ user69;24.12.2026 11:12;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
dbuser75;DENIZ Kritik Objeler;8.04.2026 09:56;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
scakici;ATLAS Kritik Objeler;31.12.2025 15:11;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;DENIZ Kritik Objeler;19.01.2026 19:40;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 544726 | DB User Name: \ user208;28.01.2025 07:42;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;Alert Description: Authorized User Changed | Alert ID: 567173 | DB User Name: \ user497;13.08.2026 18:59;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
dbuser16;ATLAS Kritik Objeler;20.07.2025 02:03;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
audituser;ATLAS Kritik Objeler;7.06.2026 12:20;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
keskinme;DENIZ Kritik Objeler;24.04.2026 21:22;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
dbuser94;DENIZ Kritik Objeler;29.04.2025 19:01;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;Alert Description: Trigger Activities - All Database | Alert ID: 519563 | DB User Name: \ user383;19.05.2025 04:59;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;DENIZ Kritik Objeler;23.03.2025 16:14;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;ATLAS Kritik Objeler;1.03.2026 13:01;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Alert Description: Authorized User Changed | Alert ID: 543963 | DB User Name: \ user183;6.04.2025 00:57;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;Alert Description: Trigger Activities - All Database | Alert ID: 542915 | DB User Name: \ user330;21.10.2026 12:07;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
admin58;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user309;20.10.2025 17:26;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user221;1.12.2026 02:31;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;DENIZ Kritik Objeler;20.08.2026 15:12;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
scakici;Alert Description: KT Yakut Kritik Objeler | Alert ID: 533663 | DB User Name: \ user396;8.03.2025 16:43;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
keskinme;DENIZ Kritik Objeler;19.05.2026 21:50;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user156;15.05.2025 01:54;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Alert Description: Trigger Activities - All Database | Alert ID: 571309 | DB User Name: \ user319;24.10.2025 19:33;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
scakici;SRVDNZ Kritik Objeler;31.12.2026 04:50;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
scakici;Alert Description: Authorized User Changed | Alert ID: 574893 | DB User Name: \ user209;4.03.2026 11:02;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
scakici;DENIZ Kritik Objeler;20.04.2025 22:45;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
admin16;ATLAS Kritik Objeler;23.05.2026 08:55;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user39;9.11.2026 11:36;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
appuser;ATLAS Kritik Objeler;31.05.2025 16:14;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;DENIZ Kritik Objeler;26.03.2025 02:25;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
tyilmaz;ATLAS Kritik Objeler;4.11.2026 17:04;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
admin93;SRVDNZ Kritik Objeler;13.01.2026 03:39;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;SRVDNZ Kritik Objeler;20.10.2026 11:43;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
dbuser35;ATLAS Kritik Objeler;24.05.2026 23:33;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
audituser;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user284;1.11.2026 00:02;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
scakici;DENIZ Kritik Objeler;1.02.2025 01:42;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user333;4.05.2026 23:50;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;Alert Description: Authorized User Changed | Alert ID: 568131 | DB User Name: \ user324;1.05.2025 02:11;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
admin93;Alert Description: KT Yakut Kritik Objeler | Alert ID: 500137 | DB User Name: \ user417;1.03.2026 23:08;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Alert Description: Authorized User Changed | Alert ID: 575896 | DB User Name: \ user245;28.10.2025 06:34;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
audituser;SRVDNZ Kritik Objeler;30.07.2026 13:48;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
audituser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 594391 | DB User Name: \ user227;17.04.2026 06:04;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
audituser;SRVDNZ Kritik Objeler;19.10.2025 18:16;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;SRVDNZ Kritik Objeler;21.09.2025 02:16;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Alert Description: Authorized User Changed | Alert ID: 544580 | DB User Name: \ user117;11.05.2025 16:16;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
audituser;ATLAS Kritik Objeler;23.11.2025 03:39;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser42;Alert Description: Authorized User Changed | Alert ID: 503330 | DB User Name: \ user500;12.09.2025 20:02;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
rsayin;Alert Description: Authorized User Changed | Alert ID: 535677 | DB User Name: \ user413;1.05.2026 16:19;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
scakici;ATLAS Kritik Objeler;3.09.2026 21:55;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;ATLAS Kritik Objeler;11.03.2026 15:36;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
